gender,race,parental level of education,lunch quality,test preparation course,math score,reading score,writing score,total score,average score,grade,performance level,best subject,gender encoded,lunch quality encoded
male,Americans,some college,high,completed,87,84,86,257,85.66666666666667,A,excellent,math,1,0
male,Africans,some high school,high,completed,71,69,68,208,69.33333333333333,B,v. good,math,1,0
male,Arabians,some college,high,none,68,72,65,205,68.33333333333333,B,v. good,reading,1,0
male,Europeans,master's degree,poor,completed,79,77,75,231,77.0,A,excellent,math,1,1
female,Europeans,some high school,high,completed,77,90,85,252,84.0,A,excellent,reading,0,0
male,Europeans,associate's degree,poor,none,58,55,53,166,55.333333333333336,C,good,math,1,1
female,Arabians,associate's degree,high,none,84,95,92,271,90.33333333333333,A,excellent,reading,0,0
male,Africans,some college,high,none,55,58,52,165,55.0,C,good,reading,1,0
male,Arabians,bachelor's degree,poor,completed,70,68,72,210,70.0,A,excellent,writing,1,1
female,Africans,some college,poor,completed,52,59,65,176,58.666666666666664,C,good,writing,0,1
male,Americans,some college,high,completed,69,77,77,223,74.33333333333333,A,excellent,reading,1,0
female,Europeans,high school,poor,none,53,72,64,189,63.0,B,v. good,reading,0,1
female,Africans,some high school,high,none,48,58,54,160,53.333333333333336,C,good,reading,0,0
male,Africans,some high school,high,completed,78,81,86,245,81.66666666666667,A,excellent,writing,1,0
female,Americans,high school,high,none,62,62,63,187,62.333333333333336,B,v. good,writing,0,0
male,Africans,some college,high,none,60,63,59,182,60.666666666666664,B,v. good,reading,1,0
female,Americans,high school,high,none,74,72,72,218,72.66666666666667,A,excellent,math,0,0
female,Europeans,high school,high,completed,58,75,77,210,70.0,A,excellent,writing,0,0
male,Americans,high school,high,completed,76,62,60,198,66.0,B,v. good,math,1,0
female,Africans,some high school,high,none,68,71,75,214,71.33333333333333,A,excellent,writing,0,0
male,Asians,some college,poor,none,58,60,57,175,58.333333333333336,C,good,reading,1,1
male,Americans,high school,high,none,52,48,49,149,49.666666666666664,D,fair,math,1,0
male,Africans,bachelor's degree,high,none,75,73,74,222,74.0,A,excellent,math,1,0
female,Americans,some high school,poor,completed,52,67,72,191,63.666666666666664,B,v. good,writing,0,1
female,Europeans,bachelor's degree,poor,none,62,78,79,219,73.0,A,excellent,writing,0,1
male,Americans,some college,high,none,66,65,60,191,63.666666666666664,B,v. good,math,1,0
female,Americans,some high school,poor,none,49,58,55,162,54.0,C,good,reading,0,1
female,Americans,high school,high,none,66,72,70,208,69.33333333333333,B,v. good,reading,0,0
female,Europeans,some college,poor,none,35,44,43,122,40.666666666666664,E,pass,reading,0,1
female,Asians,some college,high,completed,72,79,82,233,77.66666666666667,A,excellent,writing,0,0
male,Arabians,associate's degree,high,completed,94,85,82,261,87.0,A,excellent,math,1,0
female,Africans,associate's degree,poor,none,46,56,57,159,53.0,C,good,writing,0,1
female,Americans,master's degree,high,none,77,90,84,251,83.66666666666667,A,excellent,reading,0,0
female,Americans,high school,poor,completed,76,85,82,243,81.0,A,excellent,reading,0,1
female,Europeans,associate's degree,high,completed,52,59,62,173,57.666666666666664,C,good,writing,0,0
male,Europeans,bachelor's degree,high,completed,91,81,79,251,83.66666666666667,A,excellent,math,1,0
female,Americans,some high school,high,completed,32,51,44,127,42.333333333333336,E,pass,reading,0,0
female,Arabians,some high school,poor,none,72,79,77,228,76.0,A,excellent,reading,0,1
female,Americans,some college,high,none,19,38,32,89,29.666666666666668,F,weak,reading,0,0
male,Europeans,associate's degree,poor,none,68,65,61,194,64.66666666666667,B,v. good,math,1,1
female,Europeans,master's degree,poor,none,52,65,61,178,59.333333333333336,C,good,reading,0,1
female,Americans,high school,high,none,48,62,60,170,56.666666666666664,C,good,reading,0,0
female,Africans,some college,poor,none,60,66,70,196,65.33333333333333,B,v. good,writing,0,1
male,Africans,high school,poor,none,66,74,69,209,69.66666666666667,B,v. good,reading,1,1
male,Arabians,some high school,high,completed,89,84,77,250,83.33333333333333,A,excellent,math,1,0
female,Americans,high school,high,none,42,52,51,145,48.333333333333336,D,fair,reading,0,0
female,Arabians,associate's degree,poor,completed,57,68,73,198,66.0,B,v. good,writing,0,1
male,Africans,high school,high,none,70,70,70,210,70.0,A,excellent,math,1,0
female,Arabians,associate's degree,poor,none,70,84,81,235,78.33333333333333,A,excellent,reading,0,1
male,Arabians,some college,high,none,69,60,54,183,61.0,B,v. good,math,1,0
female,Europeans,associate's degree,high,none,52,55,57,164,54.666666666666664,C,good,writing,0,0
male,Europeans,some high school,high,completed,67,73,68,208,69.33333333333333,B,v. good,reading,1,0
male,Europeans,some high school,high,completed,76,80,73,229,76.33333333333333,A,excellent,reading,1,0
female,Arabians,associate's degree,high,none,87,94,95,276,92.0,A,excellent,writing,0,0
female,Americans,some college,high,none,82,85,87,254,84.66666666666667,A,excellent,writing,0,0
female,Europeans,some college,high,none,73,76,78,227,75.66666666666667,A,excellent,writing,0,0
male,Asians,some college,poor,none,75,81,74,230,76.66666666666667,A,excellent,reading,1,1
female,Africans,some college,poor,none,64,74,75,213,71.0,A,excellent,writing,0,1
female,Arabians,high school,poor,none,41,45,40,126,42.0,E,pass,reading,0,1
male,Europeans,high school,high,none,90,75,69,234,78.0,A,excellent,math,1,0
male,Americans,bachelor's degree,high,none,59,54,51,164,54.666666666666664,C,good,math,1,0
male,Asians,some high school,high,none,51,31,36,118,39.333333333333336,F,weak,math,1,0
male,Asians,high school,poor,none,45,47,49,141,47.0,D,fair,writing,1,1
female,Europeans,master's degree,high,completed,54,64,67,185,61.666666666666664,B,v. good,writing,0,0
male,Arabians,some high school,high,completed,87,84,76,247,82.33333333333333,A,excellent,math,1,0
female,Europeans,high school,high,none,72,80,83,235,78.33333333333333,A,excellent,writing,0,0
male,Americans,some high school,high,completed,94,86,87,267,89.0,A,excellent,math,1,0
female,Asians,bachelor's degree,high,none,45,59,64,168,56.0,C,good,writing,0,0
male,Africans,bachelor's degree,poor,completed,61,70,76,207,69.0,B,v. good,writing,1,1
female,Americans,high school,poor,none,60,72,68,200,66.66666666666667,B,v. good,reading,0,1
female,Europeans,some high school,high,none,77,91,88,256,85.33333333333333,A,excellent,reading,0,0
female,Asians,some high school,high,completed,85,90,92,267,89.0,A,excellent,writing,0,0
female,Africans,bachelor's degree,poor,none,78,90,93,261,87.0,A,excellent,writing,0,1
male,Arabians,some college,poor,completed,49,52,51,152,50.666666666666664,C,good,reading,1,1
female,Americans,high school,poor,none,71,87,82,240,80.0,A,excellent,reading,0,1
female,Europeans,some high school,poor,none,48,58,52,158,52.666666666666664,C,good,reading,0,1
male,Europeans,high school,high,none,62,67,58,187,62.333333333333336,B,v. good,reading,1,0
female,Europeans,associate's degree,poor,completed,56,68,70,194,64.66666666666667,B,v. good,writing,0,1
female,Europeans,some high school,high,none,65,69,76,210,70.0,A,excellent,writing,0,0
female,Africans,some high school,poor,completed,69,86,81,236,78.66666666666667,A,excellent,reading,0,1
male,Americans,some high school,high,none,68,54,53,175,58.333333333333336,C,good,math,1,0
female,Asians,some college,poor,none,61,60,57,178,59.333333333333336,C,good,math,0,1
female,Europeans,bachelor's degree,poor,completed,74,86,89,249,83.0,A,excellent,writing,0,1
male,Asians,bachelor's degree,high,none,64,60,58,182,60.666666666666664,B,v. good,math,1,0
female,Americans,high school,high,completed,77,82,89,248,82.66666666666667,A,excellent,writing,0,0
male,Americans,some college,high,none,58,50,45,153,51.0,C,good,math,1,0
female,Europeans,high school,high,completed,60,64,74,198,66.0,B,v. good,writing,0,0
male,Arabians,high school,high,none,73,64,57,194,64.66666666666667,B,v. good,math,1,0
female,Asians,high school,high,completed,75,82,79,236,78.66666666666667,A,excellent,reading,0,0
male,Americans,associate's degree,poor,completed,58,57,53,168,56.0,C,good,math,1,1
female,Europeans,associate's degree,high,none,66,77,73,216,72.0,A,excellent,reading,0,0
female,Africans,high school,poor,none,39,52,46,137,45.666666666666664,D,fair,reading,0,1
male,Europeans,some high school,high,none,64,58,51,173,57.666666666666664,C,good,math,1,0
female,Americans,high school,poor,completed,23,44,36,103,34.333333333333336,F,weak,reading,0,1
male,Americans,some college,poor,completed,74,77,76,227,75.66666666666667,A,excellent,reading,1,1
female,Africans,some high school,poor,completed,40,65,64,169,56.333333333333336,C,good,reading,0,1
male,Arabians,master's degree,high,none,90,85,84,259,86.33333333333333,A,excellent,math,1,0
male,Europeans,master's degree,high,completed,91,85,85,261,87.0,A,excellent,math,1,0
male,Africans,high school,high,none,64,54,50,168,56.0,C,good,math,1,0
female,Europeans,high school,high,none,59,72,68,199,66.33333333333333,B,v. good,reading,0,0
male,Africans,associate's degree,high,none,80,75,69,224,74.66666666666667,A,excellent,math,1,0
male,Europeans,master's degree,high,none,71,67,67,205,68.33333333333333,B,v. good,math,1,0
female,Asians,high school,high,none,61,68,63,192,64.0,B,v. good,reading,0,0
female,Arabians,some college,high,none,87,85,93,265,88.33333333333333,A,excellent,writing,0,0
male,Arabians,some high school,high,none,82,67,61,210,70.0,A,excellent,math,1,0
male,Europeans,some high school,high,none,62,64,55,181,60.333333333333336,B,v. good,reading,1,0
female,Americans,bachelor's degree,high,none,97,97,96,290,96.66666666666667,A,excellent,math,0,0
male,Americans,some college,poor,none,75,68,65,208,69.33333333333333,B,v. good,math,1,1
female,Europeans,bachelor's degree,high,none,65,79,81,225,75.0,A,excellent,writing,0,0
male,Americans,high school,high,completed,52,49,46,147,49.0,D,fair,math,1,0
male,Europeans,associate's degree,poor,none,87,73,72,232,77.33333333333333,A,excellent,math,1,1
female,Europeans,associate's degree,high,none,53,62,53,168,56.0,C,good,reading,0,0
female,Arabians,master's degree,poor,none,81,86,87,254,84.66666666666667,A,excellent,writing,0,1
male,Africans,bachelor's degree,poor,completed,39,42,38,119,39.666666666666664,F,weak,reading,1,1
female,Europeans,some college,high,completed,71,71,80,222,74.0,A,excellent,writing,0,0
male,Europeans,associate's degree,high,none,97,93,91,281,93.66666666666667,A,excellent,math,1,0
male,Africans,some college,high,completed,82,82,88,252,84.0,A,excellent,writing,1,0
male,Europeans,high school,poor,none,59,53,52,164,54.666666666666664,C,good,math,1,1
male,Americans,associate's degree,high,none,61,42,41,144,48.0,D,fair,math,1,0
male,Arabians,associate's degree,poor,completed,78,74,72,224,74.66666666666667,A,excellent,math,1,1
male,Europeans,associate's degree,poor,none,49,51,51,151,50.333333333333336,C,good,reading,1,1
male,Americans,high school,high,none,59,58,47,164,54.666666666666664,C,good,math,1,0
female,Europeans,some college,high,completed,70,72,76,218,72.66666666666667,A,excellent,writing,0,0
male,Americans,associate's degree,high,completed,82,84,78,244,81.33333333333333,A,excellent,reading,1,0
male,Arabians,associate's degree,poor,none,90,90,82,262,87.33333333333333,A,excellent,math,1,1
female,Europeans,bachelor's degree,poor,none,43,62,61,166,55.333333333333336,C,good,reading,0,1
male,Europeans,some college,poor,none,80,64,66,210,70.0,A,excellent,math,1,1
male,Africans,some college,high,none,81,82,84,247,82.33333333333333,A,excellent,writing,1,0
male,Europeans,some high school,high,none,57,61,54,172,57.333333333333336,C,good,reading,1,0
female,Africans,some high school,high,none,59,72,80,211,70.33333333333333,A,excellent,writing,0,0
female,Africans,associate's degree,high,none,64,76,74,214,71.33333333333333,A,excellent,reading,0,0
male,Europeans,bachelor's degree,high,completed,63,64,66,193,64.33333333333333,B,v. good,writing,1,0
female,Arabians,bachelor's degree,high,completed,71,70,70,211,70.33333333333333,A,excellent,math,0,0
female,Americans,high school,poor,none,64,73,71,208,69.33333333333333,B,v. good,reading,0,1
male,Africans,bachelor's degree,poor,none,55,46,44,145,48.333333333333336,D,fair,math,1,1
female,Arabians,associate's degree,high,none,51,51,54,156,52.0,C,good,writing,0,0
female,Europeans,associate's degree,high,completed,62,76,80,218,72.66666666666667,A,excellent,writing,0,0
female,Arabians,associate's degree,high,completed,93,100,95,288,96.0,A,excellent,reading,0,0
male,Europeans,high school,poor,none,54,72,59,185,61.666666666666664,B,v. good,reading,1,1
female,Africans,some college,poor,none,69,65,74,208,69.33333333333333,B,v. good,writing,0,1
male,Africans,high school,poor,none,44,51,48,143,47.666666666666664,D,fair,reading,1,1
female,Arabians,some college,high,completed,86,85,91,262,87.33333333333333,A,excellent,writing,0,0
female,Arabians,associate's degree,high,none,85,92,85,262,87.33333333333333,A,excellent,reading,0,0
female,Asians,master's degree,poor,none,50,67,73,190,63.333333333333336,B,v. good,writing,0,1
male,Africans,some high school,high,completed,88,74,75,237,79.0,A,excellent,math,1,0
female,Arabians,associate's degree,high,none,59,62,69,190,63.333333333333336,B,v. good,writing,0,0
female,Arabians,some high school,poor,none,32,34,38,104,34.666666666666664,F,weak,writing,0,1
male,Americans,high school,poor,none,36,29,27,92,30.666666666666668,F,weak,math,1,1
female,Americans,some high school,poor,completed,63,78,79,220,73.33333333333333,A,excellent,writing,0,1
male,Africans,associate's degree,high,completed,67,54,63,184,61.333333333333336,B,v. good,math,1,0
female,Africans,some high school,high,completed,65,78,82,225,75.0,A,excellent,writing,0,0
male,Africans,master's degree,high,none,85,84,89,258,86.0,A,excellent,writing,1,0
female,Europeans,master's degree,high,none,73,78,74,225,75.0,A,excellent,reading,0,0
female,Asians,high school,poor,completed,34,48,41,123,41.0,E,pass,reading,0,1
female,Africans,bachelor's degree,poor,completed,93,100,100,293,97.66666666666667,A,excellent,reading,0,1
female,Africans,some high school,poor,none,67,84,84,235,78.33333333333333,A,excellent,reading,0,1
male,Africans,some college,high,none,88,77,77,242,80.66666666666667,A,excellent,math,1,0
male,Americans,high school,high,none,57,48,51,156,52.0,C,good,math,1,0
female,Africans,some college,high,completed,79,84,91,254,84.66666666666667,A,excellent,writing,0,0
female,Europeans,bachelor's degree,poor,none,67,75,72,214,71.33333333333333,A,excellent,reading,0,1
male,Arabians,bachelor's degree,high,completed,70,64,70,204,68.0,B,v. good,math,1,0
male,Africans,bachelor's degree,poor,none,50,42,48,140,46.666666666666664,D,fair,math,1,1
female,Asians,some college,high,none,69,84,82,235,78.33333333333333,A,excellent,reading,0,0
female,Europeans,bachelor's degree,high,completed,52,61,66,179,59.666666666666664,C,good,writing,0,0
female,Europeans,bachelor's degree,poor,completed,47,62,66,175,58.333333333333336,C,good,writing,0,1
female,Americans,associate's degree,poor,none,46,61,55,162,54.0,C,good,reading,0,1
female,Arabians,some college,high,none,68,70,66,204,68.0,B,v. good,reading,0,0
male,Arabians,bachelor's degree,high,completed,100,100,100,300,100.0,A,excellent,math,1,0
female,Europeans,high school,high,none,44,61,52,157,52.333333333333336,C,good,reading,0,0
female,Europeans,associate's degree,high,completed,57,77,80,214,71.33333333333333,A,excellent,writing,0,0
male,Americans,some college,high,completed,91,96,91,278,92.66666666666667,A,excellent,reading,1,0
male,Africans,high school,poor,none,69,70,67,206,68.66666666666667,B,v. good,reading,1,1
female,Europeans,high school,poor,none,35,53,46,134,44.666666666666664,E,pass,reading,0,1
male,Africans,high school,high,none,72,66,66,204,68.0,B,v. good,math,1,0
female,Americans,associate's degree,poor,none,54,65,65,184,61.333333333333336,B,v. good,reading,0,1
male,Africans,high school,poor,none,74,70,69,213,71.0,A,excellent,math,1,1
male,Arabians,some high school,high,completed,74,64,60,198,66.0,B,v. good,math,1,0
male,Arabians,associate's degree,poor,none,64,56,52,172,57.333333333333336,C,good,math,1,1
female,Africans,high school,poor,completed,65,61,71,197,65.66666666666667,B,v. good,writing,0,1
male,Arabians,associate's degree,poor,completed,46,43,44,133,44.333333333333336,E,pass,math,1,1
female,Europeans,some high school,poor,none,48,56,51,155,51.666666666666664,C,good,reading,0,1
male,Europeans,some college,poor,completed,67,74,70,211,70.33333333333333,A,excellent,reading,1,1
male,Africans,some college,poor,none,62,57,62,181,60.333333333333336,B,v. good,math,1,1
male,Africans,associate's degree,poor,completed,61,71,73,205,68.33333333333333,B,v. good,writing,1,1
male,Europeans,bachelor's degree,poor,completed,70,75,74,219,73.0,A,excellent,reading,1,1
male,Europeans,associate's degree,high,completed,98,87,90,275,91.66666666666667,A,excellent,math,1,0
male,Africans,some college,poor,none,70,63,58,191,63.666666666666664,B,v. good,math,1,1
male,Asians,associate's degree,high,none,67,57,53,177,59.0,C,good,math,1,0
female,Arabians,high school,poor,none,57,58,57,172,57.333333333333336,C,good,reading,0,1
male,Africans,some college,high,completed,85,81,85,251,83.66666666666667,A,excellent,math,1,0
male,Africans,some high school,high,completed,77,68,69,214,71.33333333333333,A,excellent,math,1,0
male,Europeans,master's degree,poor,completed,72,66,72,210,70.0,A,excellent,math,1,1
female,Africans,master's degree,high,none,78,91,96,265,88.33333333333333,A,excellent,writing,0,0
male,Europeans,high school,high,none,81,66,64,211,70.33333333333333,A,excellent,math,1,0
male,Asians,some high school,poor,completed,61,62,61,184,61.333333333333336,B,v. good,reading,1,1
female,Americans,high school,high,none,58,68,61,187,62.333333333333336,B,v. good,reading,0,0
female,Europeans,associate's degree,high,none,54,61,58,173,57.666666666666664,C,good,reading,0,0
male,Americans,high school,high,none,82,82,80,244,81.33333333333333,A,excellent,math,1,0
female,Africans,some college,poor,none,49,58,60,167,55.666666666666664,C,good,writing,0,1
male,Americans,some high school,poor,completed,49,50,52,151,50.333333333333336,C,good,writing,1,1
female,Arabians,high school,poor,completed,57,75,73,205,68.33333333333333,B,v. good,reading,0,1
male,Arabians,high school,high,none,94,73,71,238,79.33333333333333,A,excellent,math,1,0
female,Africans,some college,high,completed,75,77,83,235,78.33333333333333,A,excellent,writing,0,0
female,Arabians,some high school,poor,none,74,74,72,220,73.33333333333333,A,excellent,math,0,1
male,Europeans,high school,high,completed,58,52,54,164,54.666666666666664,C,good,math,1,0
female,Europeans,some college,high,none,62,69,69,200,66.66666666666667,B,v. good,reading,0,0
male,Arabians,associate's degree,high,none,72,57,62,191,63.666666666666664,B,v. good,math,1,0
male,Europeans,some college,high,none,84,87,81,252,84.0,A,excellent,reading,1,0
female,Africans,master's degree,high,none,92,100,100,292,97.33333333333333,A,excellent,reading,0,0
female,Africans,high school,high,none,45,63,59,167,55.666666666666664,C,good,reading,0,0
male,Europeans,high school,high,none,75,81,71,227,75.66666666666667,A,excellent,reading,1,0
female,Asians,some college,high,none,56,58,64,178,59.333333333333336,C,good,writing,0,0
female,Africans,some high school,poor,none,48,54,53,155,51.666666666666664,C,good,reading,0,1
female,Arabians,associate's degree,high,none,100,100,100,300,100.0,A,excellent,math,0,0
female,Europeans,some high school,poor,completed,65,76,75,216,72.0,A,excellent,reading,0,1
male,Africans,some college,high,none,72,57,58,187,62.333333333333336,B,v. good,math,1,0
female,Africans,some college,high,none,62,70,72,204,68.0,B,v. good,writing,0,0
male,Asians,some high school,high,completed,66,68,64,198,66.0,B,v. good,reading,1,0
male,Europeans,some college,high,none,63,63,60,186,62.0,B,v. good,math,1,0
female,Arabians,associate's degree,high,none,68,76,67,211,70.33333333333333,A,excellent,reading,0,0
female,Americans,bachelor's degree,high,none,75,84,80,239,79.66666666666667,A,excellent,reading,0,0
female,Africans,bachelor's degree,high,none,89,100,100,289,96.33333333333333,A,excellent,reading,0,0
male,Europeans,some high school,high,completed,78,72,69,219,73.0,A,excellent,math,1,0
female,Asians,high school,poor,completed,53,50,60,163,54.333333333333336,C,good,writing,0,1
female,Africans,some college,poor,none,49,65,61,175,58.333333333333336,C,good,reading,0,1
female,Asians,some college,high,none,54,63,67,184,61.333333333333336,B,v. good,writing,0,0
female,Europeans,some college,high,completed,64,82,77,223,74.33333333333333,A,excellent,reading,0,0
male,Americans,some college,poor,completed,60,62,60,182,60.666666666666664,B,v. good,reading,1,1
male,Europeans,associate's degree,high,none,62,65,58,185,61.666666666666664,B,v. good,reading,1,0
male,Africans,high school,high,completed,55,41,48,144,48.0,D,fair,math,1,0
female,Europeans,associate's degree,high,none,91,95,94,280,93.33333333333333,A,excellent,reading,0,0
female,Americans,high school,poor,none,8,24,23,55,18.333333333333332,F,weak,reading,0,1
male,Africans,some high school,high,none,81,78,78,237,79.0,A,excellent,math,1,0
male,Americans,some high school,high,completed,79,85,86,250,83.33333333333333,A,excellent,writing,1,0
female,Asians,some college,high,completed,78,87,91,256,85.33333333333333,A,excellent,writing,0,0
female,Europeans,some high school,high,none,74,75,82,231,77.0,A,excellent,writing,0,0
male,Asians,high school,high,none,57,51,54,162,54.0,C,good,math,1,0
female,Europeans,associate's degree,high,none,40,59,51,150,50.0,C,good,reading,0,0
male,Arabians,some high school,high,completed,81,75,76,232,77.33333333333333,A,excellent,math,1,0
female,Asians,some high school,poor,none,44,45,45,134,44.666666666666664,E,pass,reading,0,1
female,Africans,some college,poor,completed,67,86,83,236,78.66666666666667,A,excellent,reading,0,1
male,Arabians,high school,poor,completed,86,81,75,242,80.66666666666667,A,excellent,math,1,1
female,Americans,some high school,high,completed,65,82,78,225,75.0,A,excellent,reading,0,0
female,Africans,associate's degree,poor,none,55,76,76,207,69.0,B,v. good,reading,0,1
female,Africans,bachelor's degree,poor,none,62,72,74,208,69.33333333333333,B,v. good,writing,0,1
male,Asians,high school,high,none,63,63,62,188,62.666666666666664,B,v. good,math,1,0
female,Arabians,master's degree,high,completed,88,99,95,282,94.0,A,excellent,reading,0,0
male,Europeans,high school,poor,none,62,55,55,172,57.333333333333336,C,good,math,1,1
female,Europeans,high school,poor,completed,59,71,65,195,65.0,B,v. good,reading,0,1
female,Africans,some college,high,completed,68,78,77,223,74.33333333333333,A,excellent,reading,0,0
female,Africans,some college,poor,none,77,86,86,249,83.0,A,excellent,reading,0,1
